"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1613878","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Gaston","[No locality description provided]","35.37272","-80.95847","reported","Accurate","Upper Catawba","03050101","2015","8","30","established","<a href = https://www.inaturalist.org/observations/3864586 target = _blank >iNaturalist observation ID 3864586</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613874","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.10547","-79.87755","reported","Accurate","Haw","03030002","2016","6","17","established","<a href = https://www.inaturalist.org/observations/3471575 target = _blank >iNaturalist observation ID 3471575</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613866","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.10517","-79.87867","reported","Accurate","Haw","03030002","2013","11","2","established","<a href = https://www.inaturalist.org/observations/446556 target = _blank >iNaturalist observation ID 446556</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613871","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.10571","-79.87759","reported","Accurate","Haw","03030002","2015","11","5","established","<a href = https://www.inaturalist.org/observations/2353537 target = _blank >iNaturalist observation ID 2353537</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616540","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.09796","-79.90117","reported","Accurate","Haw","03030002","2018","6","13","established","<a href = https://www.inaturalist.org/observations/13412045 target = _blank >iNaturalist observation ID 13412045</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616535","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.03504","-79.96843","reported","Accurate","Deep","03030003","2018","6","3","established","<a href = https://www.inaturalist.org/observations/13119501 target = _blank >iNaturalist observation ID 13119501</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616699","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","35.99249","-79.87978","reported","Accurate","Deep","03030003","2019","6","11","established","<a href = https://www.inaturalist.org/observations/26798968 target = _blank >iNaturalist observation ID 26798968</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616711","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.07541","-79.56463","reported","Accurate","Haw","03030002","2019","7","1","established","<a href = https://www.inaturalist.org/observations/28016467 target = _blank >iNaturalist observation ID 28016467</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616712","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Guilford","[No locality description provided]","36.13966","-79.95076","reported","Accurate","Haw","03030002","2019","7","4","established","<a href = https://www.inaturalist.org/observations/28229875 target = _blank >iNaturalist observation ID 28229875</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616676","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Iredell","[No locality description provided]","35.58785","-80.90527","reported","Accurate","Upper Catawba","03050101","2019","5","18","established","<a href = https://www.inaturalist.org/observations/25310092 target = _blank >iNaturalist observation ID 25310092</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616678","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.09642","-80.72974","reported","Accurate","Lower Catawba","03050103","2018","7","19","established","<a href = https://www.inaturalist.org/observations/25337170 target = _blank >iNaturalist observation ID 25337170</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616685","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.32722","-80.73871","reported","Accurate","Rocky","03040105","2019","5","25","established","<a href = https://www.inaturalist.org/observations/25738859 target = _blank >iNaturalist observation ID 25738859</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616643","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.35687","-80.80666","reported","Accurate","Rocky","03040105","2019","4","16","established","<a href = https://www.inaturalist.org/observations/23213320 target = _blank >iNaturalist observation ID 23213320</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616707","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.27201","-80.96161","reported","Accurate","Upper Catawba","03050101","2015","9","30","established","<a href = https://www.inaturalist.org/observations/27566700 target = _blank >iNaturalist observation ID 27566700</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616708","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.27529","-80.95873","reported","Accurate","Upper Catawba","03050101","2018","9","27","established","<a href = https://www.inaturalist.org/observations/27583240 target = _blank >iNaturalist observation ID 27583240</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616596","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.00785","-80.83146","reported","Accurate","Lower Catawba","03050103","2018","10","13","established","<a href = https://www.inaturalist.org/observations/17633326 target = _blank >iNaturalist observation ID 17633326</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616530","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.231","-80.70058","reported","Accurate","Rocky","03040105","2017","9","24","established","<a href = https://www.inaturalist.org/observations/12853553 target = _blank >iNaturalist observation ID 12853553</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616531","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.231","-80.70058","reported","Accurate","Rocky","03040105","2017","9","24","established","<a href = https://www.inaturalist.org/observations/12853554 target = _blank >iNaturalist observation ID 12853554</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616523","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.35346","-80.91288","reported","Accurate","Upper Catawba","03050101","2018","5","13","established","<a href = https://www.inaturalist.org/observations/12487007 target = _blank >iNaturalist observation ID 12487007</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616564","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.21551","-80.81926","reported","Accurate","Lower Catawba","03050103","2018","6","18","established","<a href = https://www.inaturalist.org/observations/15355540 target = _blank >iNaturalist observation ID 15355540</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616585","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.26152","-80.71931","reported","Accurate","Rocky","03040105","2018","9","25","established","<a href = https://www.inaturalist.org/observations/16959284 target = _blank >iNaturalist observation ID 16959284</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616474","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.45395","-80.77316","reported","Accurate","Rocky","03040105","2017","8","12","established","<a href = https://www.inaturalist.org/observations/7501184 target = _blank >iNaturalist observation ID 7501184</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616476","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.07153","-80.75859","reported","Accurate","Lower Catawba","03050103","2005","4","7","established","<a href = https://www.inaturalist.org/observations/7612031 target = _blank >iNaturalist observation ID 7612031</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616477","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.15313","-80.67269","reported","Accurate","Rocky","03040105","2017","8","30","established","<a href = https://www.inaturalist.org/observations/7718782 target = _blank >iNaturalist observation ID 7718782</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613884","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.38512","-80.91026","reported","Accurate","Upper Catawba","03050101","2010","5","30","established","<a href = https://www.inaturalist.org/observations/4681239 target = _blank >iNaturalist observation ID 4681239</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613885","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.38079","-80.93968","reported","Accurate","Upper Catawba","03050101","2017","2","8","established","<a href = https://www.inaturalist.org/observations/5076910 target = _blank >iNaturalist observation ID 5076910</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613886","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.37705","-80.94666","reported","Accurate","Upper Catawba","03050101","2017","3","30","established","<a href = https://www.inaturalist.org/observations/5511622 target = _blank >iNaturalist observation ID 5511622</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616489","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.3916","-80.76804","reported","Accurate","Rocky","03040105","2017","8","20","established","<a href = https://www.inaturalist.org/observations/8513820 target = _blank >iNaturalist observation ID 8513820</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1463656","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","Apartment complex near Pineville-Matthews Road","35.08765","-80.8146","reported","Accurate","Lower Catawba","03050103","2018","5","28","unknown","","NAS sighting report","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613877","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.42643","-80.88699","reported","Accurate","Upper Catawba","03050101","2012","10","28","established","<a href = https://www.inaturalist.org/observations/3857479 target = _blank >iNaturalist observation ID 3857479</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613881","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Mecklenburg","[No locality description provided]","35.38506","-80.91011","reported","Accurate","Upper Catawba","03050101","2014","8","29","established","<a href = https://www.inaturalist.org/observations/4264656 target = _blank >iNaturalist observation ID 4264656</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613867","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.93779","-79.01136","reported","Accurate","Haw","03030002","2014","1","16","established","<a href = https://www.inaturalist.org/observations/502974 target = _blank >iNaturalist observation ID 502974</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613868","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.92694","-79.01354","reported","Accurate","Haw","03030002","2014","3","29","established","<a href = https://www.inaturalist.org/observations/606491 target = _blank >iNaturalist observation ID 606491</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613869","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.92292","-79.01482","reported","Accurate","Haw","03030002","2014","6","2","established","<a href = https://www.inaturalist.org/observations/717230 target = _blank >iNaturalist observation ID 717230</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613870","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.88804","-79.07261","reported","Accurate","Haw","03030002","2014","6","4","established","<a href = https://www.inaturalist.org/observations/719875 target = _blank >iNaturalist observation ID 719875</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616490","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.87674","-79.03723","reported","Accurate","Haw","03030002","2017","11","4","established","<a href = https://www.inaturalist.org/observations/8685211 target = _blank >iNaturalist observation ID 8685211</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616526","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.89929","-79.03289","reported","Accurate","Haw","03030002","2018","5","20","established","<a href = https://www.inaturalist.org/observations/12646287 target = _blank >iNaturalist observation ID 12646287</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616640","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.93586","-79.02007","reported","Accurate","Haw","03030002","2019","4","21","established","<a href = https://www.inaturalist.org/observations/22839752 target = _blank >iNaturalist observation ID 22839752</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616698","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.87808","-79.1502","reported","Accurate","Haw","03030002","2017","4","29","established","<a href = https://www.inaturalist.org/observations/26772310 target = _blank >iNaturalist observation ID 26772310</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616690","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.95489","-79.01694","reported","Accurate","Haw","03030002","2019","5","30","established","<a href = https://www.inaturalist.org/observations/26091359 target = _blank >iNaturalist observation ID 26091359</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616688","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Orange","[No locality description provided]","35.92713","-79.02277","reported","Accurate","Haw","03030002","2019","4","29","established","<a href = https://www.inaturalist.org/observations/25892231 target = _blank >iNaturalist observation ID 25892231</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616693","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Randolph","[No locality description provided]","35.62719","-79.75537","reported","Accurate","Deep","03030003","2019","6","8","established","<a href = https://www.inaturalist.org/observations/26611687 target = _blank >iNaturalist observation ID 26611687</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616694","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Randolph","[No locality description provided]","35.62757","-79.75516","reported","Accurate","Deep","03030003","2019","6","8","established","<a href = https://www.inaturalist.org/observations/26634968 target = _blank >iNaturalist observation ID 26634968</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
